Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27013320_1	(1.0, 60.33156371878049)	(2.0, 19.431648308336168)	(3.0, 8.763196084190298)	(4.0, 4.373997916392735)	(5.0, 2.262190002473251)	(6.0, 1.3895502795552617)	(7.0, 0.7463432308009607)	(8.0, 0.5316712833669922)	(9.0, 0.336377988899145)	('>10', 1.7892934257183655)	('>50', 0.04416776148633414)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013320_2	(1.0, 62.376695565599995)	(2.0, 18.997217485312532)	(3.0, 8.235671667432175)	(4.0, 4.155352313714025)	(5.0, 2.0574374797807415)	(6.0, 1.2090471980281083)	(7.0, 0.6509635419028926)	(8.0, 0.4932773826069557)	(9.0, 0.28386221209147194)	('>10', 1.476697275530911)	('>50', 0.06377787800019101)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013321_1	(1.0, 59.71564068601178)	(2.0, 19.19295884295226)	(3.0, 8.764404813593304)	(4.0, 4.351158102223072)	(5.0, 2.435777685061101)	(6.0, 1.425425054174712)	(7.0, 0.9199314137904384)	(8.0, 0.5776327847179037)	(9.0, 0.3903525615147533)	('>10', 2.1080267860770645)	('>50', 0.11869126988362036)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013321_2	(1.0, 59.63054228029294)	(2.0, 19.75871724751262)	(3.0, 8.65460171459141)	(4.0, 4.3862431136325775)	(5.0, 2.343129875434968)	(6.0, 1.4008685416393334)	(7.0, 0.8553997141758526)	(8.0, 0.5602011235896429)	(9.0, 0.3453702397231365)	('>10', 1.9595730384114385)	('>50', 0.10535311099605348)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013322_1	(1.0, 57.45506703617599)	(2.0, 19.10280784051527)	(3.0, 9.178125040774656)	(4.0, 4.756689635816642)	(5.0, 2.692094166185159)	(6.0, 1.6275055504109257)	(7.0, 1.085725804434605)	(8.0, 0.7103212015947258)	(9.0, 0.5435075117514783)	('>10', 2.608066093791781)	('>50', 0.24009011854881118)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013322_2	(1.0, 58.904165589125746)	(2.0, 19.228885513803405)	(3.0, 8.904363389991879)	(4.0, 4.480967487091901)	(5.0, 2.5257371002323015)	(6.0, 1.4203050579920713)	(7.0, 0.9938951255374153)	(8.0, 0.6447605558653549)	(9.0, 0.4280064570652192)	('>10', 2.3215020407896514)	('>50', 0.1474116825050331)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013323_1	(1.0, 64.46203774343986)	(2.0, 19.109040661453804)	(3.0, 7.537247741635185)	(4.0, 3.3293524210470675)	(5.0, 1.6423069821026846)	(6.0, 0.9557971337809736)	(7.0, 0.5736953131126028)	(8.0, 0.3586643422432871)	(9.0, 0.24464357079317045)	('>10', 1.682498576158045)	('>50', 0.10471551423334204)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013323_2	(1.0, 67.29891313668743)	(2.0, 17.247574719564295)	(3.0, 6.951625298279105)	(4.0, 3.1848020470933944)	(5.0, 1.5612664486687216)	(6.0, 0.8670964933119875)	(7.0, 0.5417131420359326)	(8.0, 0.341775992765726)	(9.0, 0.280689917397031)	('>10', 1.6185069273302437)	('>50', 0.10603587686612666)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013324_1	(1.0, 61.15797984522487)	(2.0, 18.981868068212155)	(3.0, 8.156572377930505)	(4.0, 4.246959384488222)	(5.0, 2.183270325418601)	(6.0, 1.3211427056844065)	(7.0, 0.8528770351776287)	(8.0, 0.5158398691864022)	(9.0, 0.3650893032172552)	('>10', 2.1233176603701653)	('>50', 0.09508342508982723)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013324_2	(1.0, 62.28744359211319)	(2.0, 18.738549591802837)	(3.0, 8.022408320595488)	(4.0, 4.044510578604647)	(5.0, 2.088498858211082)	(6.0, 1.1893744500076788)	(7.0, 0.7650041864849236)	(8.0, 0.55865021027483)	(9.0, 0.2988045318132391)	('>10', 1.9169828808606773)	('>50', 0.08977279923138587)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013325_1	(1.0, 57.86518701764008)	(2.0, 19.013438902506312)	(3.0, 9.1072601583464)	(4.0, 4.609536817601996)	(5.0, 2.6393884848886056)	(6.0, 1.6472405272485149)	(7.0, 1.02536894023338)	(8.0, 0.6810566738479965)	(9.0, 0.4943725201707281)	('>10', 2.606875057215296)	('>50', 0.310274900300654)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013325_2	(1.0, 59.53156042869166)	(2.0, 18.93579450050489)	(3.0, 8.670328918663843)	(4.0, 4.495806206331402)	(5.0, 2.4379802365720735)	(6.0, 1.4035979357096389)	(7.0, 0.9791797731242039)	(8.0, 0.5614557698252182)	(9.0, 0.4284084408622219)	('>10', 2.366634195152543)	('>50', 0.18925359456225896)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013326_1	(1.0, 62.04181713783)	(2.0, 19.267824291153286)	(3.0, 8.332766747576649)	(4.0, 4.026321939444019)	(5.0, 2.038585890833785)	(6.0, 1.2123655413849757)	(7.0, 0.7153442264310481)	(8.0, 0.46184769760827415)	(9.0, 0.2858569199323344)	('>10', 1.5873892371535252)	('>50', 0.029880370652084952)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013326_2	(1.0, 63.43509846833564)	(2.0, 18.78518450590824)	(3.0, 8.179858611837645)	(4.0, 3.8710419199247026)	(5.0, 1.996702044822398)	(6.0, 1.1038748647610457)	(7.0, 0.56250580572294)	(8.0, 0.40738310407595296)	(9.0, 0.2952557158775568)	('>10', 1.3294115569464933)	('>50', 0.03368340178735543)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013327_1	(1.0, 61.60247362609049)	(2.0, 18.842815289190852)	(3.0, 8.400599002543334)	(4.0, 3.9207234026661624)	(5.0, 2.1449766637436465)	(6.0, 1.1408198816083772)	(7.0, 0.7986684814882461)	(8.0, 0.5129363624990828)	(9.0, 0.35528772446009826)	('>10', 2.111723856503826)	('>50', 0.16897570920585891)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013327_2	(1.0, 65.6086865705684)	(2.0, 17.847593342967873)	(3.0, 7.403453547635043)	(4.0, 3.3518193573693997)	(5.0, 1.7251529711715576)	(6.0, 0.9983854198887646)	(7.0, 0.6093474623901575)	(8.0, 0.3881838690210984)	(9.0, 0.28115761768952513)	('>10', 1.694865086133597)	('>50', 0.09135475516456348)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013328_1	(1.0, 60.31280985767869)	(2.0, 18.981917761557618)	(3.0, 8.257228607915732)	(4.0, 4.201244270974397)	(5.0, 2.3344986165353028)	(6.0, 1.376878133757927)	(7.0, 0.8353733124576258)	(8.0, 0.5670371942475951)	(9.0, 0.42081430600747666)	('>10', 2.455478612723947)	('>50', 0.2567193261437003)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013328_2	(1.0, 62.99390073585941)	(2.0, 18.240850823338775)	(3.0, 7.9367349771054405)	(4.0, 3.7677628371877234)	(5.0, 2.0415586049497794)	(6.0, 1.1700766115566859)	(7.0, 0.7694837692208751)	(8.0, 0.49202204447291886)	(9.0, 0.335420303855432)	('>10', 2.080536127659413)	('>50', 0.17165316479355702)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013329_1	(1.0, 55.27811714225225)	(2.0, 20.825231359549857)	(3.0, 9.805772793425112)	(4.0, 5.231803892337682)	(5.0, 2.842019334960067)	(6.0, 1.651811349266745)	(7.0, 1.0767621969715142)	(8.0, 0.6472548131128323)	(9.0, 0.44657395720828696)	('>10', 2.0802236207632956)	('>50', 0.1144295401523726)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013329_2	(1.0, 60.055971488519525)	(2.0, 18.93367405874297)	(3.0, 9.008033055849204)	(4.0, 4.378941222968901)	(5.0, 2.5529780676817873)	(6.0, 1.3637115875683992)	(7.0, 0.8804564298767773)	(8.0, 0.5675150076318991)	(9.0, 0.4303054486538619)	('>10', 1.7605151773244387)	('>50', 0.06789845518226245)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013330_1	(1.0, 53.0499188730753)	(2.0, 20.90012101824204)	(3.0, 10.008479743061487)	(4.0, 5.408515752485281)	(5.0, 3.0078942788117686)	(6.0, 1.8202724010904165)	(7.0, 1.2175005501278493)	(8.0, 0.8077512254222166)	(9.0, 0.6198335499976324)	('>10', 2.862067848645447)	('>50', 0.2737488397787576)	('>100', 0.023895919261817094)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013330_2	(1.0, 59.7113125499128)	(2.0, 18.561501123566824)	(3.0, 8.688085213658914)	(4.0, 4.634214861381919)	(5.0, 2.382146998855116)	(6.0, 1.4480751757391015)	(7.0, 0.9829367570496939)	(8.0, 0.6003961258121793)	(9.0, 0.44373692593064884)	('>10', 2.3475963647318507)	('>50', 0.18476666291750604)	('>100', 0.01523124044342155)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013331_1	(1.0, 53.624618498265264)	(2.0, 20.615729653137084)	(3.0, 9.953576493914577)	(4.0, 5.465405464425914)	(5.0, 3.117007323307036)	(6.0, 1.8315904392778262)	(7.0, 1.2643527152469063)	(8.0, 0.7527755854773505)	(9.0, 0.504546699578581)	('>10', 2.5461591113512836)	('>50', 0.27458906981540543)	('>100', 0.04964894620278549)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013331_2	(1.0, 60.939386928630746)	(2.0, 18.168970696690874)	(3.0, 8.612424711612283)	(4.0, 4.445999813775885)	(5.0, 2.5322266018278956)	(6.0, 1.4310114063700872)	(7.0, 0.8662333028309188)	(8.0, 0.5367063535326717)	(9.0, 0.36011288803585956)	('>10', 1.9524823734541872)	('>50', 0.1544449232385855)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013332_1	(1.0, 55.01610655839695)	(2.0, 20.372738106088008)	(3.0, 9.870592157606845)	(4.0, 5.030680175920333)	(5.0, 2.886043560551319)	(6.0, 1.6409525525527004)	(7.0, 1.1135115775044198)	(8.0, 0.7103045237046473)	(9.0, 0.47563251840496623)	('>10', 2.5568297061933274)	('>50', 0.29468806806006914)	('>100', 0.03192049501639135)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013332_2	(1.0, 62.55151318916242)	(2.0, 17.96704951121765)	(3.0, 8.052227835080652)	(4.0, 3.9379351315570195)	(5.0, 2.31404327519985)	(6.0, 1.2878227551536912)	(7.0, 0.7927707315154007)	(8.0, 0.5470237463478955)	(9.0, 0.39378418018144734)	('>10', 1.9961527652518771)	('>50', 0.1332057312755073)	('>100', 0.02647114805657301)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013333_1	(1.0, 51.594618711409026)	(2.0, 20.311015770851927)	(3.0, 10.295144466056314)	(4.0, 5.555206338561063)	(5.0, 3.396885669386544)	(6.0, 2.2318046899978197)	(7.0, 1.328564159856052)	(8.0, 0.9714897271986896)	(9.0, 0.6194915712371911)	('>10', 3.278739703561769)	('>50', 0.34254006788624874)	('>100', 0.07449912399736684)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013333_2	(1.0, 59.55081149092663)	(2.0, 17.962634197942474)	(3.0, 8.656778549359057)	(4.0, 4.628955755927622)	(5.0, 2.6150803026154223)	(6.0, 1.648462558192039)	(7.0, 0.997183204763037)	(8.0, 0.7253891173515487)	(9.0, 0.49118575529323116)	('>10', 2.4437892309959452)	('>50', 0.22560650312474115)	('>100', 0.05412333350825071)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013334_1	(1.0, 48.98754081731168)	(2.0, 20.538323779692252)	(3.0, 10.755828782924333)	(4.0, 6.129843895753137)	(5.0, 3.7001922994837697)	(6.0, 2.3702250469901642)	(7.0, 1.540061543227209)	(8.0, 1.128736702148757)	(9.0, 0.7413757233578828)	('>10', 3.6031294143257924)	('>50', 0.4121273031733698)	('>100', 0.09261469161165913)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013334_2	(1.0, 55.639612270995606)	(2.0, 18.957125869658377)	(3.0, 9.297235325679262)	(4.0, 5.245560427641211)	(5.0, 3.07455693558391)	(6.0, 1.9200814411388296)	(7.0, 1.1794345483222741)	(8.0, 0.8102403227165619)	(9.0, 0.6695695680111429)	('>10', 2.806772022833828)	('>50', 0.3329815947746989)	('>100', 0.06682967264424601)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013335_1	(1.0, 54.678286538370294)	(2.0, 20.696268107126894)	(3.0, 9.774311645172594)	(4.0, 5.122357963012348)	(5.0, 2.8492169481956453)	(6.0, 1.7515648355034368)	(7.0, 1.102543759542819)	(8.0, 0.7548783940016869)	(9.0, 0.5255070583619781)	('>10', 2.502253633086832)	('>50', 0.21234023426202706)	('>100', 0.030470883363431008)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013335_2	(1.0, 61.04144755261588)	(2.0, 18.316081314282616)	(3.0, 8.521310656595087)	(4.0, 4.394933399979405)	(5.0, 2.331066436476314)	(6.0, 1.4041085958731108)	(7.0, 0.8413842241397386)	(8.0, 0.5497097231624597)	(9.0, 0.4359614575312417)	('>10', 2.034353299872404)	('>50', 0.11735882800387426)	('>100', 0.012284511467885211)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013336_1	(1.0, 54.16995679126158)	(2.0, 20.684283790150186)	(3.0, 9.815294345114193)	(4.0, 5.145237454793357)	(5.0, 2.9458014191426405)	(6.0, 1.7587613996123395)	(7.0, 1.2309323915919885)	(8.0, 0.7721785218826333)	(9.0, 0.517329567425314)	('>10', 2.6254493344892684)	('>50', 0.3046828510950347)	('>100', 0.030092133441484904)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013336_2	(1.0, 61.607036653508764)	(2.0, 18.06366581075174)	(3.0, 8.300956039221978)	(4.0, 4.231690132723127)	(5.0, 2.3125017068370823)	(6.0, 1.3988443575260945)	(7.0, 0.8193740246840738)	(8.0, 0.5912020429774092)	(9.0, 0.3971647123371256)	('>10', 2.120055265831584)	('>50', 0.15750925360100157)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013337_1	(1.0, 56.28884485136272)	(2.0, 16.98904587226298)	(3.0, 7.418800673215084)	(4.0, 3.7422874874157013)	(5.0, 2.08914783931269)	(6.0, 1.371540561937882)	(7.0, 0.895361581910997)	(8.0, 0.6387200238655961)	(9.0, 0.5086675107638328)	('>10', 6.2437391441998376)	('>50', 1.7567672840116277)	('>100', 2.0570771697410373)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013337_2	(1.0, 64.45680581535488)	(2.0, 14.318699519953915)	(3.0, 5.964640940706586)	(4.0, 2.782920594548961)	(5.0, 1.5744365566088974)	(6.0, 0.9969676098276955)	(7.0, 0.5931238110904751)	(8.0, 0.49370555380580294)	(9.0, 0.4689318757288942)	('>10', 5.227505723798735)	('>50', 1.5674060669877543)	('>100', 1.5548559315874086)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013338_1	(1.0, 54.67140637448203)	(2.0, 19.36977718261797)	(3.0, 8.283421642123004)	(4.0, 3.987533452940726)	(5.0, 2.067821369158671)	(6.0, 1.2531219365177322)	(7.0, 0.7802935098660803)	(8.0, 0.5229655065549599)	(9.0, 0.457623691762349)	('>10', 5.085461993072101)	('>50', 1.7069634118924475)	('>100', 1.813609929011952)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013338_2	(1.0, 59.07488130513939)	(2.0, 17.890946910564693)	(3.0, 7.481504845709306)	(4.0, 3.418158165996262)	(5.0, 1.7256370889927473)	(6.0, 1.0021621090399415)	(7.0, 0.7154791262511075)	(8.0, 0.46881615865554643)	(9.0, 0.3508249854218291)	('>10', 4.780596773086017)	('>50', 1.6278741691117866)	('>100', 1.46311836203135)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013339_1	(1.0, 57.17629316363031)	(2.0, 20.262956785308475)	(3.0, 9.363500179515855)	(4.0, 4.816420481540383)	(5.0, 2.4396511923831943)	(6.0, 1.5372148662441787)	(7.0, 0.9072920590178012)	(8.0, 0.6117925994312368)	(9.0, 0.44030497673067553)	('>10', 2.303529883915337)	('>50', 0.1410438122825547)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013339_2	(1.0, 64.99853683460836)	(2.0, 17.860570279913414)	(3.0, 7.555674056361748)	(4.0, 3.5846857405642383)	(5.0, 1.886965214252482)	(6.0, 1.0180630902688588)	(7.0, 0.6495354975226411)	(8.0, 0.4128551088009995)	(9.0, 0.29207349470623606)	('>10', 1.660256217506776)	('>50', 0.08078446549427848)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013340_1	(1.0, 59.38532738723234)	(2.0, 20.999262996994986)	(3.0, 8.89711230748266)	(4.0, 4.295776183463962)	(5.0, 2.2331888256749366)	(6.0, 1.2555484895742244)	(7.0, 0.7230923695360767)	(8.0, 0.5163332379696421)	(9.0, 0.30815243663860936)	('>10', 1.3479565113495677)	('>50', 0.03824925408293872)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013340_2	(1.0, 64.49675915366964)	(2.0, 18.933942217954716)	(3.0, 7.931633971288365)	(4.0, 3.660406601421439)	(5.0, 1.8234154176299695)	(6.0, 0.9539083431115097)	(7.0, 0.5701496489525573)	(8.0, 0.3374968967799561)	(9.0, 0.24836554114652415)	('>10', 1.0249359618868332)	('>50', 0.018986246158485296)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013341_1	(1.0, 46.9729250273192)	(2.0, 20.612527280425073)	(3.0, 11.117480006941978)	(4.0, 6.416138868089874)	(5.0, 4.027060173540513)	(6.0, 2.504045421423366)	(7.0, 1.7146203865975416)	(8.0, 1.245583409009107)	(9.0, 0.844759853438409)	('>10', 3.978751806357845)	('>50', 0.4364426748720041)	('>100', 0.12966509198504456)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013341_2	(1.0, 51.103108481571965)	(2.0, 19.429565842920724)	(3.0, 10.49698056069217)	(4.0, 5.8949458861337956)	(5.0, 3.5850377511600398)	(6.0, 2.2367061441993776)	(7.0, 1.5479313217288297)	(8.0, 1.0487383426582442)	(9.0, 0.7402474485288958)	('>10', 3.447102916555723)	('>50', 0.4115412573477483)	('>100', 0.05809404650252397)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013342_1	(1.0, 51.9762662654623)	(2.0, 20.80419578838386)	(3.0, 10.132995249842642)	(4.0, 5.703297601394971)	(5.0, 3.23404940581506)	(6.0, 1.993232268670731)	(7.0, 1.287803676240736)	(8.0, 0.8276441711321284)	(9.0, 0.6498257039308927)	('>10', 3.0552723615593647)	('>50', 0.2964851182961363)	('>100', 0.038932389271209816)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013342_2	(1.0, 56.721614231505434)	(2.0, 19.409586068033697)	(3.0, 9.509426315495904)	(4.0, 4.929707246156262)	(5.0, 2.815310692025549)	(6.0, 1.6259480681273246)	(7.0, 1.0626643756912537)	(8.0, 0.7406333873757106)	(9.0, 0.4752392809420414)	('>10', 2.4941873841057602)	('>50', 0.19134653205754998)	('>100', 0.02433641848350997)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013343_1	(1.0, 45.04725303186167)	(2.0, 17.453526692436718)	(3.0, 8.625147301653271)	(4.0, 4.8072666678727565)	(5.0, 2.882682606643813)	(6.0, 1.7105311995791121)	(7.0, 1.2078338491703393)	(8.0, 0.9039728170890844)	(9.0, 0.6513789448712854)	('>10', 7.149193433797163)	('>50', 3.447377985105524)	('>100', 5.490619316164329)	('>500', 0.6232161537549433)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013343_2	(1.0, 49.42929793447416)	(2.0, 16.377341556054876)	(3.0, 8.075312101228832)	(4.0, 4.235458734029685)	(5.0, 2.5509071828046177)	(6.0, 1.535797727841998)	(7.0, 1.0688604827215744)	(8.0, 0.6836888061424946)	(9.0, 0.5699180679377941)	('>10', 6.699299960630109)	('>50', 3.262854809860876)	('>100', 4.936520139439699)	('>500', 0.5747424968333298)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
