Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013301_1	(30, 5275.0)	(40, 13784.0)	(50, 15376.0)	(60, 15465.0)	(70, 15669.0)	(80, 15381.0)	(90, 15403.0)	(100, 14954.0)	(110, 14669.0)	(120, 14688.0)	(130, 14579.0)	(140, 14677.0)	(150, 14751.0)	(160, 15042.0)	(170, 14951.0)	(180, 15663.0)	(190, 16438.0)	(200, 17248.0)	(210, 17781.0)	(220, 18307.0)	(230, 19315.0)	(240, 19937.0)	(250, 19680.0)	(260, 20546.0)	(270, 19958.0)	(280, 19360.0)	(290, 42244.0)	(300, 282226.0)
SRR27013301_2	(30, 5281.0)	(40, 13798.0)	(50, 15393.0)	(60, 15466.0)	(70, 15651.0)	(80, 15371.0)	(90, 15383.0)	(100, 14943.0)	(110, 14662.0)	(120, 14664.0)	(130, 14509.0)	(140, 14625.0)	(150, 14692.0)	(160, 14947.0)	(170, 14854.0)	(180, 15600.0)	(190, 16324.0)	(200, 17083.0)	(210, 17690.0)	(220, 18137.0)	(230, 19091.0)	(240, 19563.0)	(250, 19261.0)	(260, 19650.0)	(270, 18491.0)	(280, 17868.0)	(290, 27505.0)	(300, 302865.0)
SRR27013302_1	(30, 6253.0)	(40, 16126.0)	(50, 17694.0)	(60, 18050.0)	(70, 18206.0)	(80, 18031.0)	(90, 17625.0)	(100, 17488.0)	(110, 17206.0)	(120, 17051.0)	(130, 17230.0)	(140, 17008.0)	(150, 17200.0)	(160, 17676.0)	(170, 18323.0)	(180, 18690.0)	(190, 19217.0)	(200, 20514.0)	(210, 21047.0)	(220, 22000.0)	(230, 22054.0)	(240, 22069.0)	(250, 22082.0)	(260, 21898.0)	(270, 21250.0)	(280, 20216.0)	(290, 40114.0)	(300, 260008.0)
SRR27013302_2	(30, 6259.0)	(40, 16148.0)	(50, 17680.0)	(60, 18056.0)	(70, 18183.0)	(80, 18021.0)	(90, 17599.0)	(100, 17456.0)	(110, 17178.0)	(120, 17011.0)	(130, 17196.0)	(140, 16914.0)	(150, 17127.0)	(160, 17598.0)	(170, 18198.0)	(180, 18591.0)	(190, 19091.0)	(200, 20298.0)	(210, 20826.0)	(220, 21762.0)	(230, 21742.0)	(240, 21773.0)	(250, 21572.0)	(260, 21050.0)	(270, 20034.0)	(280, 18639.0)	(290, 27126.0)	(300, 279198.0)
SRR27013303_1	(30, 5058.0)	(40, 13278.0)	(50, 14747.0)	(60, 15203.0)	(70, 15057.0)	(80, 15219.0)	(90, 14963.0)	(100, 14860.0)	(110, 14764.0)	(120, 15126.0)	(130, 15297.0)	(140, 15602.0)	(150, 15865.0)	(160, 16341.0)	(170, 17164.0)	(180, 18133.0)	(190, 18916.0)	(200, 20324.0)	(210, 21028.0)	(220, 21512.0)	(230, 22496.0)	(240, 22864.0)	(250, 22945.0)	(260, 22336.0)	(270, 21659.0)	(280, 20867.0)	(290, 42070.0)	(300, 273908.0)
SRR27013303_2	(30, 5071.0)	(40, 13294.0)	(50, 14776.0)	(60, 15205.0)	(70, 15056.0)	(80, 15240.0)	(90, 14971.0)	(100, 14808.0)	(110, 14720.0)	(120, 15126.0)	(130, 15314.0)	(140, 15547.0)	(150, 15844.0)	(160, 16310.0)	(170, 17115.0)	(180, 18081.0)	(190, 18807.0)	(200, 20163.0)	(210, 20769.0)	(220, 21288.0)	(230, 22196.0)	(240, 22401.0)	(250, 22396.0)	(260, 21314.0)	(270, 20135.0)	(280, 19189.0)	(290, 28129.0)	(300, 294337.0)
SRR27013304_1	(30, 7086.0)	(40, 18492.0)	(50, 20661.0)	(60, 21033.0)	(70, 21306.0)	(80, 21459.0)	(90, 21175.0)	(100, 20885.0)	(110, 20967.0)	(120, 21386.0)	(130, 21339.0)	(140, 21886.0)	(150, 21913.0)	(160, 22687.0)	(170, 22959.0)	(180, 23553.0)	(190, 24250.0)	(200, 25235.0)	(210, 25867.0)	(220, 26428.0)	(230, 26518.0)	(240, 26854.0)	(250, 26439.0)	(260, 26171.0)	(270, 25293.0)	(280, 24392.0)	(290, 51170.0)	(300, 339507.0)
SRR27013304_2	(30, 7103.0)	(40, 18573.0)	(50, 20703.0)	(60, 21122.0)	(70, 21360.0)	(80, 21492.0)	(90, 21203.0)	(100, 20903.0)	(110, 20986.0)	(120, 21417.0)	(130, 21346.0)	(140, 21858.0)	(150, 21934.0)	(160, 22717.0)	(170, 22991.0)	(180, 23548.0)	(190, 24211.0)	(200, 25130.0)	(210, 25783.0)	(220, 26279.0)	(230, 26410.0)	(240, 26523.0)	(250, 25913.0)	(260, 25348.0)	(270, 24002.0)	(280, 22853.0)	(290, 34178.0)	(300, 361025.0)
SRR27013305_1	(30, 1712.0)	(40, 4418.0)	(50, 4827.0)	(60, 5131.0)	(70, 5363.0)	(80, 5620.0)	(90, 5706.0)	(100, 5973.0)	(110, 6116.0)	(120, 6602.0)	(130, 6872.0)	(140, 7363.0)	(150, 8115.0)	(160, 8658.0)	(170, 9508.0)	(180, 10348.0)	(190, 10971.0)	(200, 11921.0)	(210, 12453.0)	(220, 13499.0)	(230, 13698.0)	(240, 14244.0)	(250, 14760.0)	(260, 14650.0)	(270, 14323.0)	(280, 14163.0)	(290, 32661.0)	(300, 227086.0)
SRR27013305_2	(30, 1717.0)	(40, 4434.0)	(50, 4867.0)	(60, 5176.0)	(70, 5362.0)	(80, 5611.0)	(90, 5686.0)	(100, 5943.0)	(110, 6114.0)	(120, 6556.0)	(130, 6828.0)	(140, 7323.0)	(150, 8078.0)	(160, 8590.0)	(170, 9449.0)	(180, 10169.0)	(190, 10808.0)	(200, 11686.0)	(210, 12085.0)	(220, 13059.0)	(230, 13144.0)	(240, 13276.0)	(250, 13472.0)	(260, 13105.0)	(270, 12389.0)	(280, 12000.0)	(290, 19352.0)	(300, 250482.0)
SRR27013306_1	(30, 5520.0)	(40, 14595.0)	(50, 16245.0)	(60, 16707.0)	(70, 16851.0)	(80, 16856.0)	(90, 16590.0)	(100, 16544.0)	(110, 16679.0)	(120, 16696.0)	(130, 16876.0)	(140, 17008.0)	(150, 17655.0)	(160, 18042.0)	(170, 18419.0)	(180, 18943.0)	(190, 19844.0)	(200, 20443.0)	(210, 20859.0)	(220, 20996.0)	(230, 20776.0)	(240, 20843.0)	(250, 20694.0)	(260, 20097.0)	(270, 18936.0)	(280, 17883.0)	(290, 36241.0)	(300, 224692.0)
SRR27013306_2	(30, 5585.0)	(40, 14685.0)	(50, 16373.0)	(60, 16920.0)	(70, 16951.0)	(80, 16918.0)	(90, 16687.0)	(100, 16622.0)	(110, 16785.0)	(120, 16769.0)	(130, 16946.0)	(140, 17060.0)	(150, 17694.0)	(160, 18038.0)	(170, 18402.0)	(180, 18868.0)	(190, 19749.0)	(200, 20236.0)	(210, 20517.0)	(220, 20571.0)	(230, 20315.0)	(240, 19906.0)	(250, 19286.0)	(260, 18337.0)	(270, 16823.0)	(280, 15570.0)	(290, 21980.0)	(300, 247937.0)
SRR27013307_1	(30, 888.0)	(40, 2337.0)	(50, 2860.0)	(60, 3070.0)	(70, 3378.0)	(80, 3705.0)	(90, 4030.0)	(100, 4308.0)	(110, 4720.0)	(120, 5326.0)	(130, 5919.0)	(140, 6793.0)	(150, 7698.0)	(160, 8661.0)	(170, 9964.0)	(180, 11188.0)	(190, 12601.0)	(200, 14267.0)	(210, 15809.0)	(220, 16921.0)	(230, 18546.0)	(240, 19629.0)	(250, 20533.0)	(260, 20908.0)	(270, 21156.0)	(280, 21026.0)	(290, 40372.0)	(300, 251349.0)
SRR27013307_2	(30, 886.0)	(40, 2349.0)	(50, 2876.0)	(60, 3083.0)	(70, 3382.0)	(80, 3709.0)	(90, 4033.0)	(100, 4320.0)	(110, 4719.0)	(120, 5319.0)	(130, 5939.0)	(140, 6782.0)	(150, 7696.0)	(160, 8654.0)	(170, 9951.0)	(180, 11131.0)	(190, 12547.0)	(200, 14192.0)	(210, 15708.0)	(220, 16811.0)	(230, 18347.0)	(240, 19290.0)	(250, 20099.0)	(260, 20306.0)	(270, 20401.0)	(280, 20217.0)	(290, 35404.0)	(300, 259811.0)
SRR27013308_1	(30, 2765.0)	(40, 7649.0)	(50, 8280.0)	(60, 8843.0)	(70, 9393.0)	(80, 9598.0)	(90, 9715.0)	(100, 9816.0)	(110, 9898.0)	(120, 10524.0)	(130, 10647.0)	(140, 11368.0)	(150, 12096.0)	(160, 12623.0)	(170, 13851.0)	(180, 14625.0)	(190, 15502.0)	(200, 16669.0)	(210, 17511.0)	(220, 17914.0)	(230, 18814.0)	(240, 19210.0)	(250, 19418.0)	(260, 19032.0)	(270, 19016.0)	(280, 17947.0)	(290, 38453.0)	(300, 252704.0)
SRR27013308_2	(30, 2793.0)	(40, 7664.0)	(50, 8318.0)	(60, 8920.0)	(70, 9413.0)	(80, 9614.0)	(90, 9694.0)	(100, 9814.0)	(110, 9881.0)	(120, 10539.0)	(130, 10679.0)	(140, 11341.0)	(150, 12068.0)	(160, 12583.0)	(170, 13765.0)	(180, 14532.0)	(190, 15348.0)	(200, 16452.0)	(210, 17173.0)	(220, 17517.0)	(230, 18251.0)	(240, 18316.0)	(250, 18096.0)	(260, 17393.0)	(270, 16802.0)	(280, 15632.0)	(290, 23609.0)	(300, 277674.0)
SRR27013309_1	(30, 2712.0)	(40, 7252.0)	(50, 7823.0)	(60, 8132.0)	(70, 8529.0)	(80, 8605.0)	(90, 8824.0)	(100, 9128.0)	(110, 9460.0)	(120, 9784.0)	(130, 10316.0)	(140, 11173.0)	(150, 11726.0)	(160, 12637.0)	(170, 13767.0)	(180, 15028.0)	(190, 15805.0)	(200, 16695.0)	(210, 17995.0)	(220, 18795.0)	(230, 19165.0)	(240, 19510.0)	(250, 19583.0)	(260, 19383.0)	(270, 18803.0)	(280, 18231.0)	(290, 37938.0)	(300, 244934.0)
SRR27013309_2	(30, 2715.0)	(40, 7272.0)	(50, 7830.0)	(60, 8220.0)	(70, 8534.0)	(80, 8588.0)	(90, 8804.0)	(100, 9076.0)	(110, 9454.0)	(120, 9743.0)	(130, 10297.0)	(140, 11109.0)	(150, 11642.0)	(160, 12517.0)	(170, 13645.0)	(180, 14800.0)	(190, 15515.0)	(200, 16345.0)	(210, 17467.0)	(220, 18082.0)	(230, 18432.0)	(240, 18172.0)	(250, 17852.0)	(260, 17186.0)	(270, 16132.0)	(280, 15286.0)	(290, 22857.0)	(300, 274161.0)
SRR27013310_1	(30, 3584.0)	(40, 9543.0)	(50, 10694.0)	(60, 11041.0)	(70, 11294.0)	(80, 11352.0)	(90, 11603.0)	(100, 11464.0)	(110, 11719.0)	(120, 12028.0)	(130, 12262.0)	(140, 12576.0)	(150, 13128.0)	(160, 13996.0)	(170, 14834.0)	(180, 15571.0)	(190, 16415.0)	(200, 17121.0)	(210, 18146.0)	(220, 18503.0)	(230, 18560.0)	(240, 18879.0)	(250, 18838.0)	(260, 18307.0)	(270, 17494.0)	(280, 16538.0)	(290, 31831.0)	(300, 196795.0)
SRR27013310_2	(30, 3594.0)	(40, 9563.0)	(50, 10717.0)	(60, 11116.0)	(70, 11341.0)	(80, 11393.0)	(90, 11664.0)	(100, 11545.0)	(110, 11836.0)	(120, 12128.0)	(130, 12382.0)	(140, 12744.0)	(150, 13270.0)	(160, 14172.0)	(170, 15004.0)	(180, 15704.0)	(190, 16524.0)	(200, 17178.0)	(210, 18026.0)	(220, 18221.0)	(230, 18171.0)	(240, 18062.0)	(250, 17537.0)	(260, 16592.0)	(270, 15404.0)	(280, 14282.0)	(290, 20139.0)	(300, 215807.0)
SRR27013311_1	(30, 3047.0)	(40, 8267.0)	(50, 9063.0)	(60, 9542.0)	(70, 10042.0)	(80, 10130.0)	(90, 10290.0)	(100, 10555.0)	(110, 10892.0)	(120, 11126.0)	(130, 11550.0)	(140, 12057.0)	(150, 12750.0)	(160, 13360.0)	(170, 14047.0)	(180, 14864.0)	(190, 15669.0)	(200, 16424.0)	(210, 16972.0)	(220, 17736.0)	(230, 18187.0)	(240, 18909.0)	(250, 18740.0)	(260, 18296.0)	(270, 18052.0)	(280, 17632.0)	(290, 37441.0)	(300, 247555.0)
SRR27013311_2	(30, 3070.0)	(40, 8303.0)	(50, 9122.0)	(60, 9637.0)	(70, 10069.0)	(80, 10129.0)	(90, 10301.0)	(100, 10542.0)	(110, 10910.0)	(120, 11145.0)	(130, 11510.0)	(140, 12028.0)	(150, 12691.0)	(160, 13266.0)	(170, 13969.0)	(180, 14684.0)	(190, 15456.0)	(200, 16124.0)	(210, 16458.0)	(220, 17170.0)	(230, 17375.0)	(240, 17674.0)	(250, 17188.0)	(260, 16179.0)	(270, 15594.0)	(280, 14986.0)	(290, 22315.0)	(300, 275300.0)
SRR27013312_1	(30, 2046.0)	(40, 5610.0)	(50, 6429.0)	(60, 6694.0)	(70, 7008.0)	(80, 6847.0)	(90, 7098.0)	(100, 7261.0)	(110, 7371.0)	(120, 7460.0)	(130, 7591.0)	(140, 7871.0)	(150, 8108.0)	(160, 8744.0)	(170, 9314.0)	(180, 9818.0)	(190, 10581.0)	(200, 11544.0)	(210, 12245.0)	(220, 13263.0)	(230, 13921.0)	(240, 14584.0)	(250, 14986.0)	(260, 15230.0)	(270, 15638.0)	(280, 15457.0)	(290, 32898.0)	(300, 239930.0)
SRR27013312_2	(30, 2051.0)	(40, 5622.0)	(50, 6454.0)	(60, 6719.0)	(70, 7043.0)	(80, 6905.0)	(90, 7170.0)	(100, 7328.0)	(110, 7442.0)	(120, 7541.0)	(130, 7671.0)	(140, 7966.0)	(150, 8219.0)	(160, 8865.0)	(170, 9440.0)	(180, 9966.0)	(190, 10751.0)	(200, 11698.0)	(210, 12443.0)	(220, 13548.0)	(230, 14193.0)	(240, 14835.0)	(250, 15320.0)	(260, 15540.0)	(270, 15880.0)	(280, 15660.0)	(290, 26034.0)	(300, 243243.0)
SRR27013313_1	(30, 1919.0)	(40, 5455.0)	(50, 6103.0)	(60, 6648.0)	(70, 6938.0)	(80, 7042.0)	(90, 7347.0)	(100, 7421.0)	(110, 7660.0)	(120, 7999.0)	(130, 8238.0)	(140, 8821.0)	(150, 9215.0)	(160, 10097.0)	(170, 10727.0)	(180, 11740.0)	(190, 12620.0)	(200, 14096.0)	(210, 15064.0)	(220, 15944.0)	(230, 16830.0)	(240, 17690.0)	(250, 18031.0)	(260, 18345.0)	(270, 18260.0)	(280, 18074.0)	(290, 37816.0)	(300, 275027.0)
SRR27013313_2	(30, 1925.0)	(40, 5468.0)	(50, 6123.0)	(60, 6676.0)	(70, 6987.0)	(80, 7093.0)	(90, 7429.0)	(100, 7502.0)	(110, 7727.0)	(120, 8064.0)	(130, 8306.0)	(140, 8903.0)	(150, 9317.0)	(160, 10230.0)	(170, 10857.0)	(180, 11894.0)	(190, 12767.0)	(200, 14286.0)	(210, 15281.0)	(220, 16161.0)	(230, 17095.0)	(240, 17974.0)	(250, 18369.0)	(260, 18666.0)	(270, 18543.0)	(280, 18146.0)	(290, 29953.0)	(300, 279425.0)
SRR27013314_1	(30, 5265.0)	(40, 13561.0)	(50, 14863.0)	(60, 15330.0)	(70, 15372.0)	(80, 15495.0)	(90, 15338.0)	(100, 15749.0)	(110, 15970.0)	(120, 16013.0)	(130, 16400.0)	(140, 17005.0)	(150, 17438.0)	(160, 18757.0)	(170, 19449.0)	(180, 20772.0)	(190, 21912.0)	(200, 22856.0)	(210, 23771.0)	(220, 24375.0)	(230, 24795.0)	(240, 24887.0)	(250, 24586.0)	(260, 24397.0)	(270, 23262.0)	(280, 22323.0)	(290, 44968.0)	(300, 282807.0)
SRR27013314_2	(30, 5289.0)	(40, 13585.0)	(50, 14945.0)	(60, 15452.0)	(70, 15390.0)	(80, 15450.0)	(90, 15330.0)	(100, 15729.0)	(110, 15961.0)	(120, 15963.0)	(130, 16346.0)	(140, 16945.0)	(150, 17384.0)	(160, 18650.0)	(170, 19342.0)	(180, 20526.0)	(190, 21658.0)	(200, 22539.0)	(210, 23106.0)	(220, 23680.0)	(230, 23831.0)	(240, 23491.0)	(250, 22661.0)	(260, 21958.0)	(270, 20340.0)	(280, 19188.0)	(290, 27466.0)	(300, 315511.0)
SRR27013315_1	(30, 2101.0)	(40, 5709.0)	(50, 6348.0)	(60, 6752.0)	(70, 7175.0)	(80, 7409.0)	(90, 7962.0)	(100, 8590.0)	(110, 9332.0)	(120, 10270.0)	(130, 11198.0)	(140, 12687.0)	(150, 14492.0)	(160, 15771.0)	(170, 17722.0)	(180, 19402.0)	(190, 21404.0)	(200, 22776.0)	(210, 24394.0)	(220, 25056.0)	(230, 25807.0)	(240, 26215.0)	(250, 25789.0)	(260, 25428.0)	(270, 24285.0)	(280, 22930.0)	(290, 39505.0)	(300, 245661.0)
SRR27013315_2	(30, 2115.0)	(40, 5734.0)	(50, 6378.0)	(60, 6793.0)	(70, 7226.0)	(80, 7462.0)	(90, 8044.0)	(100, 8644.0)	(110, 9399.0)	(120, 10321.0)	(130, 11240.0)	(140, 12717.0)	(150, 14558.0)	(160, 15830.0)	(170, 17740.0)	(180, 19453.0)	(190, 21407.0)	(200, 22757.0)	(210, 24359.0)	(220, 25019.0)	(230, 25646.0)	(240, 26056.0)	(250, 25535.0)	(260, 24906.0)	(270, 23679.0)	(280, 22086.0)	(290, 32464.0)	(300, 254602.0)
SRR27013316_1	(30, 2052.0)	(40, 5923.0)	(50, 7043.0)	(60, 7616.0)	(70, 7921.0)	(80, 8329.0)	(90, 8645.0)	(100, 9009.0)	(110, 9515.0)	(120, 10260.0)	(130, 10741.0)	(140, 11723.0)	(150, 12698.0)	(160, 13771.0)	(170, 15039.0)	(180, 15947.0)	(190, 17130.0)	(200, 18116.0)	(210, 19154.0)	(220, 19851.0)	(230, 20068.0)	(240, 21013.0)	(250, 20796.0)	(260, 20596.0)	(270, 20251.0)	(280, 19411.0)	(290, 38100.0)	(300, 261353.0)
SRR27013316_2	(30, 2067.0)	(40, 5984.0)	(50, 7105.0)	(60, 7683.0)	(70, 7989.0)	(80, 8425.0)	(90, 8765.0)	(100, 9122.0)	(110, 9629.0)	(120, 10379.0)	(130, 10895.0)	(140, 11858.0)	(150, 12850.0)	(160, 13978.0)	(170, 15251.0)	(180, 16173.0)	(190, 17402.0)	(200, 18453.0)	(210, 19538.0)	(220, 20264.0)	(230, 20572.0)	(240, 21555.0)	(250, 21345.0)	(260, 21213.0)	(270, 20929.0)	(280, 19912.0)	(290, 30616.0)	(300, 262119.0)
SRR27013317_1	(30, 2621.0)	(40, 7069.0)	(50, 7783.0)	(60, 8408.0)	(70, 8605.0)	(80, 8807.0)	(90, 8811.0)	(100, 9156.0)	(110, 9531.0)	(120, 9882.0)	(130, 10544.0)	(140, 11293.0)	(150, 12130.0)	(160, 13369.0)	(170, 14615.0)	(180, 15685.0)	(190, 17170.0)	(200, 18741.0)	(210, 20012.0)	(220, 20962.0)	(230, 21549.0)	(240, 22236.0)	(250, 22292.0)	(260, 22413.0)	(270, 21612.0)	(280, 21091.0)	(290, 39681.0)	(300, 273334.0)
SRR27013317_2	(30, 2633.0)	(40, 7111.0)	(50, 7834.0)	(60, 8455.0)	(70, 8670.0)	(80, 8879.0)	(90, 8875.0)	(100, 9204.0)	(110, 9584.0)	(120, 9910.0)	(130, 10584.0)	(140, 11324.0)	(150, 12123.0)	(160, 13398.0)	(170, 14634.0)	(180, 15727.0)	(190, 17165.0)	(200, 18703.0)	(210, 19966.0)	(220, 20873.0)	(230, 21415.0)	(240, 22054.0)	(250, 22067.0)	(260, 21969.0)	(270, 21110.0)	(280, 20354.0)	(290, 31991.0)	(300, 282790.0)
SRR27013318_1	(30, 860.0)	(40, 2228.0)	(50, 2588.0)	(60, 2826.0)	(70, 3332.0)	(80, 3371.0)	(90, 3710.0)	(100, 3948.0)	(110, 4205.0)	(120, 4559.0)	(130, 4897.0)	(140, 5531.0)	(150, 5889.0)	(160, 6490.0)	(170, 7003.0)	(180, 7744.0)	(190, 8352.0)	(200, 9304.0)	(210, 9851.0)	(220, 10337.0)	(230, 11096.0)	(240, 11471.0)	(250, 12065.0)	(260, 12615.0)	(270, 12953.0)	(280, 13118.0)	(290, 32487.0)	(300, 241687.0)
SRR27013318_2	(30, 864.0)	(40, 2229.0)	(50, 2587.0)	(60, 2835.0)	(70, 3330.0)	(80, 3368.0)	(90, 3699.0)	(100, 3954.0)	(110, 4207.0)	(120, 4563.0)	(130, 4885.0)	(140, 5516.0)	(150, 5863.0)	(160, 6489.0)	(170, 6985.0)	(180, 7706.0)	(190, 8289.0)	(200, 9264.0)	(210, 9811.0)	(220, 10243.0)	(230, 10967.0)	(240, 11254.0)	(250, 11801.0)	(260, 12191.0)	(270, 12466.0)	(280, 12650.0)	(290, 28155.0)	(300, 248346.0)
SRR27013319_1	(30, 1633.0)	(40, 4240.0)	(50, 4845.0)	(60, 5207.0)	(70, 5380.0)	(80, 5620.0)	(90, 5811.0)	(100, 5931.0)	(110, 6211.0)	(120, 6436.0)	(130, 6931.0)	(140, 7375.0)	(150, 7766.0)	(160, 8366.0)	(170, 9037.0)	(180, 9617.0)	(190, 10371.0)	(200, 11211.0)	(210, 11761.0)	(220, 12362.0)	(230, 12541.0)	(240, 13081.0)	(250, 13287.0)	(260, 13167.0)	(270, 13134.0)	(280, 13004.0)	(290, 31628.0)	(300, 218945.0)
SRR27013319_2	(30, 1649.0)	(40, 4267.0)	(50, 4885.0)	(60, 5279.0)	(70, 5411.0)	(80, 5650.0)	(90, 5820.0)	(100, 5937.0)	(110, 6248.0)	(120, 6461.0)	(130, 6940.0)	(140, 7398.0)	(150, 7763.0)	(160, 8356.0)	(170, 9058.0)	(180, 9632.0)	(190, 10305.0)	(200, 11186.0)	(210, 11629.0)	(220, 12180.0)	(230, 12302.0)	(240, 12517.0)	(250, 12471.0)	(260, 12112.0)	(270, 11753.0)	(280, 11509.0)	(290, 18211.0)	(300, 237969.0)
SRR27013320_1	(30, 2450.0)	(40, 6590.0)	(50, 7465.0)	(60, 7919.0)	(70, 8348.0)	(80, 8662.0)	(90, 9062.0)	(100, 9669.0)	(110, 10037.0)	(120, 10849.0)	(130, 12039.0)	(140, 12967.0)	(150, 14304.0)	(160, 15386.0)	(170, 17039.0)	(180, 18346.0)	(190, 19949.0)	(200, 21345.0)	(210, 22384.0)	(220, 23286.0)	(230, 23947.0)	(240, 24220.0)	(250, 24025.0)	(260, 23948.0)	(270, 22558.0)	(280, 21671.0)	(290, 38031.0)	(300, 235756.0)
SRR27013320_2	(30, 2466.0)	(40, 6627.0)	(50, 7505.0)	(60, 7981.0)	(70, 8402.0)	(80, 8743.0)	(90, 9143.0)	(100, 9746.0)	(110, 10104.0)	(120, 10906.0)	(130, 12112.0)	(140, 13029.0)	(150, 14332.0)	(160, 15438.0)	(170, 17125.0)	(180, 18405.0)	(190, 19996.0)	(200, 21377.0)	(210, 22394.0)	(220, 23305.0)	(230, 23943.0)	(240, 24179.0)	(250, 23941.0)	(260, 23701.0)	(270, 22209.0)	(280, 21226.0)	(290, 31240.0)	(300, 242677.0)
SRR27013321_1	(30, 3005.0)	(40, 8029.0)	(50, 9343.0)	(60, 9827.0)	(70, 10388.0)	(80, 10732.0)	(90, 10919.0)	(100, 11232.0)	(110, 11865.0)	(120, 12542.0)	(130, 12872.0)	(140, 13869.0)	(150, 14876.0)	(160, 16368.0)	(170, 17521.0)	(180, 18850.0)	(190, 20196.0)	(200, 21626.0)	(210, 22981.0)	(220, 23818.0)	(230, 24320.0)	(240, 24635.0)	(250, 24700.0)	(260, 24374.0)	(270, 23328.0)	(280, 22524.0)	(290, 40169.0)	(300, 258567.0)
SRR27013321_2	(30, 3010.0)	(40, 8046.0)	(50, 9365.0)	(60, 9863.0)	(70, 10433.0)	(80, 10810.0)	(90, 11037.0)	(100, 11348.0)	(110, 11960.0)	(120, 12642.0)	(130, 12991.0)	(140, 13991.0)	(150, 15053.0)	(160, 16535.0)	(170, 17728.0)	(180, 19111.0)	(190, 20442.0)	(200, 21922.0)	(210, 23315.0)	(220, 24099.0)	(230, 24721.0)	(240, 24940.0)	(250, 25128.0)	(260, 24637.0)	(270, 23516.0)	(280, 22664.0)	(290, 32926.0)	(300, 261243.0)
SRR27013322_1	(30, 2350.0)	(40, 6628.0)	(50, 7350.0)	(60, 7945.0)	(70, 8203.0)	(80, 8484.0)	(90, 8762.0)	(100, 9437.0)	(110, 9907.0)	(120, 10834.0)	(130, 11989.0)	(140, 13020.0)	(150, 14565.0)	(160, 16294.0)	(170, 17745.0)	(180, 19333.0)	(190, 21496.0)	(200, 23057.0)	(210, 24532.0)	(220, 25853.0)	(230, 26552.0)	(240, 26673.0)	(250, 26829.0)	(260, 26654.0)	(270, 25340.0)	(280, 24535.0)	(290, 43629.0)	(300, 282956.0)
SRR27013322_2	(30, 2359.0)	(40, 6662.0)	(50, 7399.0)	(60, 7981.0)	(70, 8250.0)	(80, 8537.0)	(90, 8839.0)	(100, 9498.0)	(110, 9960.0)	(120, 10871.0)	(130, 12020.0)	(140, 13071.0)	(150, 14644.0)	(160, 16370.0)	(170, 17830.0)	(180, 19451.0)	(190, 21567.0)	(200, 23133.0)	(210, 24539.0)	(220, 25909.0)	(230, 26537.0)	(240, 26658.0)	(250, 26817.0)	(260, 26357.0)	(270, 24991.0)	(280, 23976.0)	(290, 35547.0)	(300, 291179.0)
SRR27013323_1	(30, 2532.0)	(40, 6683.0)	(50, 7546.0)	(60, 7864.0)	(70, 8122.0)	(80, 8378.0)	(90, 8426.0)	(100, 8650.0)	(110, 9044.0)	(120, 9380.0)	(130, 9786.0)	(140, 10277.0)	(150, 11004.0)	(160, 11864.0)	(170, 12920.0)	(180, 13890.0)	(190, 14870.0)	(200, 15703.0)	(210, 16617.0)	(220, 17488.0)	(230, 17855.0)	(240, 18381.0)	(250, 18200.0)	(260, 17997.0)	(270, 17302.0)	(280, 16491.0)	(290, 34542.0)	(300, 223733.0)
SRR27013323_2	(30, 2555.0)	(40, 6727.0)	(50, 7605.0)	(60, 7988.0)	(70, 8157.0)	(80, 8411.0)	(90, 8426.0)	(100, 8664.0)	(110, 9068.0)	(120, 9355.0)	(130, 9786.0)	(140, 10238.0)	(150, 10934.0)	(160, 11778.0)	(170, 12819.0)	(180, 13703.0)	(190, 14580.0)	(200, 15271.0)	(210, 16043.0)	(220, 16696.0)	(230, 16795.0)	(240, 16689.0)	(250, 16023.0)	(260, 15293.0)	(270, 14138.0)	(280, 13088.0)	(290, 19668.0)	(300, 255047.0)
SRR27013324_1	(30, 2312.0)	(40, 6082.0)	(50, 6969.0)	(60, 7514.0)	(70, 8001.0)	(80, 8288.0)	(90, 8683.0)	(100, 9052.0)	(110, 9679.0)	(120, 10226.0)	(130, 11012.0)	(140, 11969.0)	(150, 12926.0)	(160, 14058.0)	(170, 15194.0)	(180, 16053.0)	(190, 17567.0)	(200, 18992.0)	(210, 19759.0)	(220, 20463.0)	(230, 20941.0)	(240, 21439.0)	(250, 21272.0)	(260, 21273.0)	(270, 20868.0)	(280, 19860.0)	(290, 38037.0)	(300, 257709.0)
SRR27013324_2	(30, 2327.0)	(40, 6124.0)	(50, 7015.0)	(60, 7562.0)	(70, 8085.0)	(80, 8389.0)	(90, 8772.0)	(100, 9174.0)	(110, 9759.0)	(120, 10316.0)	(130, 11096.0)	(140, 12068.0)	(150, 13065.0)	(160, 14202.0)	(170, 15355.0)	(180, 16269.0)	(190, 17763.0)	(200, 19210.0)	(210, 20008.0)	(220, 20775.0)	(230, 21284.0)	(240, 21795.0)	(250, 21775.0)	(260, 21618.0)	(270, 21103.0)	(280, 20115.0)	(290, 30408.0)	(300, 260766.0)
